id	sentence	label
c1068	" dvds look really sharp , saw no flickering , but remember , it 's got a geforce 440 display card ( 64 ) , do n't expect it to flicker ."	screen
c1069	" however , as flat panel displays grow in popularity , prices for crt monitors are dropping tremendously ."	screen
c1070	 he crt coating is excellent as there 's almost zero glare but the quality is lackluster .	screen
c1071	 this 19 & quot ; flat crt from nec is sure to surpass anyone 's expectations .	screen
c1072	" since it is not a crt , the 3hz loss is n't apparent ."	screen
c1073	 hey actually use a regular curved crt and simply hide it behind a flat piece of glass .	screen
c1074	" f you see yourself as only alternating between the internal display and an external crt monitor , the machine is ready to go and easy to use as it comes -- all you have to do is have the crt turned on and connected when you boot ."	screen
c1075	 still not as good as a regular 17\ '' digital crt monitor i use in my office for more than 2 years	screen
c1076	 he lcd panel is connected in the same way as ordinary crt monitors .	screen
c1077	 lcd panels are much healthier and their image is sharper and more stable than that of crt monitors .	screen
c1078	 plenty of good 19\ '' monitors ( crt ) out ther for less than or right at [ $ ] .	screen
c1079	 the computer is quick to start and the display is bright and clear -- and the graphics appear excellent .	screen
c1080	 the display is more than adequate and seems very bright to me .	screen
c1081	" he vaio has a slim , compact design , a very bright and clear display , and a very nice full-sized keyboard ."	screen
c1082	 i thought i might cover some of the items that annoyed me .	screen
c1083	 : ) it could just be my bad luck but it could also be a poor choice for a lan module on toshiba 's part .	screen
c1084	 ) no aperture grille [ junk ] ( lines and the vertical spacing of the pixels [ stinks ] .	screen
c1085	" deitylord below me has noted the lines and he 's right , but there 's an explanation in the manual which says these lines are normal for an aperture grill monitor ."	screen
c1086	 i read various reviews that stated : if you play alot of games & do a lot of graphic intensive work on your pc then you want an aperture grille monitor .	screen
c1087	 there have been some comments about the two very faint lines which run horizontally .	screen
c1088	" also- the comment has already been made that all aperture grille monitors have these two lines , and if you want great color and picture quality you 'll have to go for an aperture grill monitor ."	screen
c1089	" samsung has 2 lines of dynaflat monitors , the df 's and the ift you see here ."	screen
c1090	 this monitor seems to do a great job of displaying text and lines .	screen
c1091	" without a colorimeter , you 're just fooling yourself ."	screen
c1092	" this is an excellent configuration for the money and has everything i need except lan and cd-rw , and i can get by with adding these thru pcmcia or usb , however the lcd display had a total of 6 bad pixels , 4 of them bunched in two groups of two right next to each other ."	screen
c1093	" a quality machine with most of the best features , and the lcd lets you step thru the menu settings ."	screen
c1094	" most of its competitors only offer a 1024-by-768 lcd , or at best a 1280-by-1024 ."	screen
c1095	 by adding a lcd with 10 % more pixels than the best the competition has to offer you get a sharper image ( and sacrifice a little battery life ) .	screen
c1096	 it has a small \ '' pctoys\ '' on the bottom which can be seen in the products image .	screen
c1097	" the display is extremely sharp and bright ( unmatched ) , the speed fantastic , the design - beautiful ! thank you tosiba for producing such a high quality product backed by high quality service ."	screen
c1098	 it does n't take up much more space then my old 15-inch monitor did .	screen
c1099	 here is n't much not to like about this one-inch-thick masterpiece .	screen
c1100	 inch is the standard .	screen
c1101	 firstly for those of you who are n't sure if you should get the 12inch or 14inch ibook .	screen
c1102	" i was a 14inch ibook fan , only reason i got the 12inch was because the 14inch was out of stock ."	screen
c1103	 the display is beautiful for a 12 inch .	screen
c1104	" it 's a brilliant , 14-inch tft , true color , 1024x768 ."	screen
c1105	" -inch ) diskette drive , which is rarely used these days ."	screen
c1106	" 9 ) , plastic a little cheap but not too bad ."	screen
c1107	" i love just being able to plug things in and go ! i set out looking for a moderately priced monitor with a clear crisp picture , and i got it ."	screen
c1108	" the picture is extremely crisp and clear , and also displays dvd 's beautifully ."	screen
c1109	 the monitor is pretty fuzzy and not clear .	screen
c1110	" igh quality color reproductionthe fs4000us is at the head of its class-in color reproduction , too ."	screen
c1111	" the color is beautiful , the picture is bright and crisp and crystal clear ! i bought this monitor used and i 'd buy it all over again ."	screen
c1112	 the image are clear but you need good lighting ; but that has been my experience with most webcams .	screen
c1113	" the monitor is extremely bright , and the colors are crisp and clear ."	screen
c1114	 the display is crisp and clean .	screen
c1115	 the color is crisp and very clear .	screen
c1116	 he resolution is crisp and clear and the 510 has great software like video editing motion detection feature that automatically starts recording when the camera detects movement .	screen
c1117	 it seems that toshiba manufactured these machines with a known defect in which the cpu needs to be throttled back in order to keep the laptop from shutting down due to over heating .	screen
c1118	 a simply great computer ! get it while it is hot .	screen
c1119	" the laptop seems to get very hot after just a few minutes of heavy use , this is my first laptop so maybe all laptops get hot ? the fan for cpu/system cooling works slow at most times , but every few minutes it begins to make a lot of sound and runs at full speed ."	screen
c1120	 they have placed in it a chip that requires serious cooling ( the kind laptops never offer ) after as little as 20 minutes of crunching .	screen
c1121	" this laptop runs very hot , i 'm afraid the casewill melt ."	screen
c1122	" it takes about 10 minutes propped up and shut down for it to cool off , but with this amount of time , it can actually go as long as 15 minutes before getting hot again ."	screen
c1123	" half the software i want wo n't run on this thing , and the rest runs like cold ketchup : slow , slow , slow ! skip , do n't pass go , and do n't waste your money ."	screen
c1124	" ack to the computer : aside from generally working well , it is showing its age by being slow on the front side buss -- the actual processor ."	screen
c1125	 however - because of the hot running chip ( designed for a desktop ) and the easily overheated fan i am forced to take this computer into my local toshiba repair center about twice a year and get them to take it apart and clean the fans and cpu chip as well as everythng else inside .	screen
c1126	" the laptop over-heated , and as a result , its motherboard died while the unit was on after 3 months of light usage ."	screen
c1127	" whether or not the device is designed to overheat in less than 15 minutes use , i do n't know , but this fact makes it impossible to handle as a \ '' laptop\ '' ."	screen
c1128	" yes , it does get hot and keeping it on the laptop over twenty minutes is too long ."	screen
c1129	" i got the same problem here , after 1 1/2 years , the machine runs slow , perhaps due to heat issue ."	screen
c1130	 no excessive fan noise other than a quick turbo-blast when i restart the machine when i ahve had it on for hours at a time .	screen
c1131	 the thing that bothers me the most : it was that hot after only 11 minutes .	screen
c1132	" he best part is that this is the second giant lcd i ordered by samsung and both came with zero stuck or dead pixels , which is just amazing ."	screen
c1133	" because until i haved owned it for 3-years or so , i really wo n't know what the durability and stayability ( is that a word ? ) of the backlight and pixels will be ."	screen
c1134	" it developed a problem , 2 entire lines of pixels went dead ."	screen
c1135	" with a faster response time , higher brightness , and more pixels , hp has outclassed its competitors with this offer ."	screen
c1136	 creen : both 15\ '' but the toshiba is 1024-by-768 pixels while the 1280-by-1024 pixels .	screen
c1137	" also , there is already one bad pixel on my display which was there when i first purchased the laptop ."	screen
c1138	 i currently have 8624 hours on this thing and have no dead pixels or any noticable change in clarity .	screen
c1139	 o dead pixels have shown up yet on any of these monitors .	screen
c1140	" i used to stick to the trinitron tubes , but agree with the damper line & amp ; too vivid colors as stated before ."	screen
c1141	 -monitor works optimally only when at uxga setting ; hazy and unclear when viewing at lower resolution ( ex .	screen
c1142	 -monitor works optimally only when at uxga setting ; hazy and unclear when viewing at lower resolution ( ex .	screen
c1143	" hen i plugged this one in , it was like the scene in wizard of oz , when it goes from black in white to color ."	screen
c1144	" there is slight misconvergence in the red , green and blue beams ."	screen
c1145	 the top of the laptop is a large and shiny blue plastic cover .	screen
c1146	" multi-layered , and manufactured with high regulations , with great dark , it will give you great color ."	screen
c1147	" they are visible , especially on really light backgrounds ."	screen
c1148	" the tower is one good looking unit , and the neon blue light on the front gives an expensive look ."	screen
c1149	" and , each time i remove this powerbook from my carrying case and open it up in the presence of others , it never fails to generate \ '' oohs\ '' and \ '' ahhs\ '' from them , such is the mystique of apple 's proficiency at sleek styling and stunning display and performance ."	screen
c1150	 watching dvds on the built in player is a dream simply due to the sheer size of the display and its vibrant colors .	screen
c1151	 he 's all white and the little apple on his cover lights up when i have him on .	screen
c1152	 nd the navy blue and black style is more attractive than photos would indicate .	screen
c1153	" and if you care about the design , it is horrible because , it has bright yellow , blue , pink colors ."	screen
c1154	" the photos are nice , but it 's stunning in the flesh ."	screen
c1155	" the white keys need to be brighter , and the red keys are hard to read ."	screen
c1156	" the system upon going into hibernate mode , it turns the square light on the front from blue to orange -- very neat ."	screen
c1157	" the first is a minor one that i had to laugh at when it came in the mail - the laptop is a dark , midnight blue ."	screen
c1158	 its distinctive black case fits anywhere and is available only from alera technologies .	screen
c1159	" this is not the computer you think it is ! it 's a little demon , wrapped up in silver grey plastic with a friendly logo ."	screen
c1160	 my blue and white g3 would crank them out at 3-5x .	screen
c1161	 he range on this card is great-up to 164 feet ! right now i 'm surfing on a signal that is about 125 feet away and it 's very fast ! i also like the led indicator lights on this card that visually shows me the card is online .	screen
c1162	" he silver color is flashy for kids , but when you examine it closely , it is irregular platic ."	screen
c1163	" the color was way off , so i just wasted about 5 feet of 24\ '' photo matte paper ."	screen
c1164	" i only have 2 problems , i ordered green , but they are actually gold with a green tint , this is n't that big of a deal ."	screen
c1165	" eah , some of you are thinkin , big deal ! well actually it is ! a guy like me who keeps around a computer all day has a real strain on his poor eyes and top of the brain ."	screen
c1166	 nice big power button .	screen
c1167	 there is not enough space here to prove how big of a troll you are !	screen
c1168	" aside from that , there is little that you 'd feel lacking in this big performer with awesome muscle and features ."	screen
c1169	" it does n't sound like a big difference , but it is ."	screen
c1170	 that 's why there is a big price difference too .	screen
c1171	 her 64 bit video replacement has big shoes to fill .	screen
c1172	" of the big ticket ( $ 500 or more ) items i 've bought from hp in the past two years , they 're 0 for 3 ."	screen
c1173	 only slight drawback is that the padded laptop compartment is a very snug fit for a 15 .	screen
c1174	" the big block on the front that holds the filter sticks out of the case ( so you can remove the filter for cleaning ) , but is easy to unscrew ."	screen
c1175	" actually , i 've never even seen an ibook for sale in my city , too ."	screen
c1176	 am a huge fan of my ibook 's versatility and am still learning what great things i can do .	screen
c1177	 he gaming power is all that limits the ibook .	screen
c1178	" ll in all , the ibook is a great value for a laptop ."	screen
c1179	" for everyday computing , though , the ibook is excellent ."	screen
c1180	" overall , all i 'm very pleased with the ibook ."	screen
c1181	 the ibook feels strong and can handle bumps here and there .	screen
c1182	 orderd the ibook without actually seeing one in real life ever .	screen
c1183	" ith that said , most ibook owners prefer the 12 ."	screen
c1184	" i love my ibook , and they keep getting better ."	screen
c1185	 i lurked in apple 's ibook disussion forum for months before i bought mine and could n't be happier with my purchace .	screen
c1186	 now i can do it all on the ibook .	screen
c1187	 i just bought an ibook and man is it awesome .	screen
c1188	 i use my ibook to process and retouch photos .	screen
c1189	" this ibook seems to be on backorder at just about every retailer , and for good reason ."	screen
c1190	 it does n't fit the keyboard of my ibook quite well enough to be form-fitting .	screen
c1191	 if you 're dont use your notebook for heavy applications then this is your baby ! i totally love it .	screen
c1192	 the only problem with traveling with the laptop is that the dual drives make for a laptop a little heavier than most .	screen
c1193	" as far as weight is concerned , it is heavy , and it more like a desktop replacment and should never be intended as a mobile notebook ."	screen
c1194	" the toshiba 3005 is a full-featured , powerful notebook computer that is relatively lightweight , has a compact easily portable size , and a reasonable cost ."	screen
c1195	" that is exactly what this notebook calls for , if you are looking for a ultra portable 4 ."	screen
c1196	" if you 're looking for a notebook that 's small and lightweight , this may not be the unit for you as it 's rather on the large size for a notebook ."	screen
c1197	 the downside is that this laptop is 2 .	screen
c1198	" remember that this laptop is more of a desktop replacement , not a true portable notebook ! i mean , it 's huge ( most laptop cases are too small for it ) and fairly heavy ."	screen
c1199	 but if you want a good computer that is easy to learn and use and will out-perform and out-last your friends ' pcs get this imac -- or any other mac for that matter .	screen
c1200	 it took a time-consuming month -- part of it microsoft 's fault -- for me to get squared away with my new toshiba 1800 s254 laptop .	screen
c1201	" i bought it on a whim , after spending a few days looking for a new computer ."	screen
c1202	" i do n't want to buy a new computer because this one is already configured exactly how i need the streaming videos to appear on my websites , so i just want to get this one running againn ."	screen
c1203	" f you want to get a computer for your familty , this is the one ."	screen
c1204	 so if you dont want to spen [ $ $ ] then this is a name brand computer for you [ .	screen
c1205	" if you can get this computer for under 700 , get it ! ! ! !"	screen
c1206	 this laptop is worst one that u can get in the market .	screen
c1207	" 'll tell you all this much , i 'm in the process of looking for a new laptop wether or not i manage to get this one fixed ."	screen
c1208	 i advise just about any computer user to get this keyboard .	screen
c1209	" i bought this computer as a cheap replacement for my kids ' computer , as i did n't want to sink a lot of money into another one after the previous one was destroyed ."	screen
c1210	 if you want a router that you have to mess with every time you want to get on the internet buy this one .	screen
c1211	" it also has more than enough punch to do any household chores , like money management and light desktop publishing ."	screen
c1212	 then i had to manually config the lan settings .	screen
c1213	" ithin an hour and a half i had everything calibrated ( 2 monitors , printer and scanner ) and could n't be happier ."	screen
c1214	 the viewing area is small but i can live with it .	screen
c1215	 be wary of any laptops with \ '' good\ '' native resolutions .	screen
c1216	" the contrast is amazing , and the colors do n't budge with your eye in one corner of the monitor looking across it , so i can almost believe the 170 degree viewing angle claim ."	screen
c1217	" at the alleged native resolution of 1280x1024 , they are painfully hard to read ."	screen
c1218	" flat , sharp , clear , excellent color , and 17\ '' ."	screen
c1219	 it does look best when run in the native resolution of 1280 x 1024 .	screen
c1220	 do not get for professional quality image editing/cad .	screen
c1221	" every time a grafic image loads , the computer seems to go nuts ."	screen
c1222	" plus , it was $ 100 cheaper than the comparable apple display ."	screen
c1223	 the 19\ '' \ '' e790b\ '' gave me a viewable area of 18\ '' with little black boarder to speak of and almost no inversion .	screen
c1224	 the black spaces between each pixel is visibly irriating .	screen
c1225	" only wish it was black instead of silver , but nothing some black spray paint can not fix ."	screen
c1226	 15\ '' of display size is great .	screen
c1227	" i was a little shocked at the size of the screen when it first arrived , but now i am use to it ."	screen
c1228	 keyboard layout not as nice as it could be - especially considering the real estate that the engineers had to work with e .	screen
c1229	 when i did briefly get it to play a movie the display was very clear .	screen
c1230	 the monitor flickers and goes dark on a daily basis for hours at a time .	screen
c1231	" backlight flickers , then goes off , inverter fried3 ."	screen
c1232	" this computer is a piece of garbage , and this is putting it very politely ."	software
c1233	" i bought it to use as a personal home computer , for working away from the office , quicken , etc ."	software
c1234	 try both platforms and do n't listen to salespeople on what to buy .	software
c1235	" if i want quicken or word perfect on my notebook , i will install them from the cd 's ."	software
c1236	" after all the problems with the hp 752n , i really do n't think i 'll be getting another , i lost too much when the 752n crashed ( pictures , banking , letters , etc ."	software
c1237	" oftware on it was fine , no glitches , no faults it ran smooth and simple ! 4 stars"	software
c1238	 i live in japan and i decided to buy a japanese computer .	software
c1239	 at least it comes witht the unit ( japanese version does not .	software
c1240	 so this is the best i can find among non-japanese brands .	software
c1241	" ports , come on ! what is the reason there ? needs more documentation , yes it is a sign of the times not to give people paperwork , but when you spend { money } 00 on something a little paper work is nice ."	software
c1242	 xpect very little paper documentation to come with your system .	software
c1243	" i wish the product documentation were a bit more clear , so i hope this review helps everyone understand what this product is ."	software
c1244	" contrary to one of the previous reviews , this laptop does come with both an image restore cd and an application/drivers cd as well ."	software
c1245	" the cd for easy creator does not work , comes with a funny 5 ."	software
c1246	" , microsft works 2002 , easy cd creator 5 ."	software
c1247	" this system can do and ms office apps , plays dvd movies , and burn cds ( with adaptec easy cd creator ) ."	software
c1248	 the roxio easy cd creator disk sent with the machine is defective and i have been unable to enable the rw features of the cdrom drive .	software
c1249	" ead speed was very good , testing using easycd creator v4 ."	software
c1250	 a friend recomended roxio easy cd creator 5 but it could n't recognize the burner even after an update ( music match jukebox had no problem at all ) .	software
c1251	 when i upgrade it will be mitsubishi forsure there the best .	software
c1252	 graphics are solid for it 's price -- i 'll have to upgrade in 9-12 months though .	software
c1253	" the processor is more than enough for any type of user , the ram is decent , for regular user that should be enough , but others might want to upgrade to 512mb , that only cost [ price ] so that is n't a big deal ."	software
c1254	" unlike many of today 's pc 's , all desktop macs ( excluding imacs ofcourse ) have 4xagp slots so you can always upgrade your graphics cards ."	software
c1255	" i got the free 256mb ram upgrade and after installing it , it was worth the upgrade ."	software
c1256	" you can upgrade the memory easily enough aftermarket cheaply , but that 's an annoyance ( 128mb is the minimum required for os x , btw ) ."	software
c1257	 bought the 8500 as quite an upgrade from my old tnt2 .	software
c1258	" the only difference is price , monitor , the type of ram accepted , and the ease with which you can upgrade ram ."	software
c1259	" get a minimum of another 128 megs ( though 256-512 more would be better ) and as of yet , there are no upgrade paths available ."	software
c1260	 my only complaints are # 1 that there is n't enough pci slots available to really upgrade this system in the near future .	software
c1261	 certified 256mb upgrade from kingston costs about 100 clams .	software
c1262	" if you want to upgrade to 1gb , you 'll have to buy 2 512mb chips ."	software
c1263	 definitely an upgrade from cheaper models under $ 100 .	software
c1264	" - even though & quot ; the fix & quot ; and remedy is posted all over cpq 's own tech web site as well as hp 's ! ! -- you doubt me ? call them up , and they 'll give you the replacement part # for the needed standoff screws for this & quot ; unknown problem & quot ; ."	software
c1265	" after spending days on the phone with toshiba & quot ; support & quot ; ( you ca n't really call it support ) the only response i could get was & quot ; that 's normal , just be glad it starts at all & quot ; ."	software
c1266	 my father is now on their & quot ; beware of customer & quot ; list because he continually calls when the damn thing breaks down and ends up getting people who do n't speak english and do n't understand anything he is trying to explain .	software
c1267	" the & quot ; gentleman & quot ; that i spoke to immediately told me that he could n't help , it was the provider 's issue- ."	software
c1268	" quot ; moreover , i hate the thought of paying for two external little speakers that i 'll never use ."	software
c1269	" & quot ; thick , 11lx13w ) , but not nearly so big as the 16 & quot ; screened desktop rep ."	software
c1270	" it was difficult to troubleshoot , and sony 's tech support consisted of useless canned & quot ; help & quot ; messages ."	software
c1271	 i have n't even bothered to hook up external speakers ( though some people probably would prefer to have them ) .	software
c1272	" i never bothered , but still consider it from time to time ."	software
c1273	" for internet use and text and document editing , it does well , which is all you would expect from any netbook ."	software
c1274	" i 've had an ibook ( 2001 dual usb , 500mhz g3 ) for a year now , and have always been very impressed with its digital video editing capabilities ( imovie is awesome ) , but after editing the video , all i could really do was burn the video on a cd as a quick time movie ."	software
c1275	 the unit is simply beautiful and is great for video editing on the fly .	software
c1276	 i have had this device for a few weeks and i am returning it asap ! i bought it to capture old training videos for work and found that the audio and video are out of synch too many times to make it work messing with .	software
c1277	 f your into gaming and video editing this card is for you .	software
c1278	 digital video editing is fast even when processing through hours of footage ! and the 120gb hard drive is plenty of space for this video studio machine .	software
c1279	 he performance seems to be very fast including digital picture editing .	software
c1280	 i have n't done any video editing yet so i ca n't comment on that .	software
c1281	" i 've already done some video editing on it to put it through its paces , and the machine performed great ."	software
c1282	" also , video editing works great , probably one of the first laptops i would recomend video editing on ."	software
c1283	 this helps out with programs like video editing .	software
c1284	 i bought this product for my on-going video editing projects which eat up my hard disk spaces like hungry monsters .	software
c1285	" but the newer , cheaper , video capture cards are both better and easier to work with ."	software
c1286	 'm very picky when it comes to my electronics .	software
c1287	" but for most people , c2210 's video prowess should be sufficient ."	software
c1288	 or most people the microsoft works that comes with this system is inadequate .	software
c1289	 i will never buy a compaq system again .	software
c1290	 never again will i put a penny into compaq .	software
c1291	" now i think it 's fine , but i would n't buy it or a similar compaq again ."	software
c1292	" power should be in all components of the computer , and it 's pretty obvious where compaq skimped to make this system affordable to the consumer ."	software
c1293	 ll in all it 's been a really nice system and i highly recommend it over sony or compaq .	software
c1294	 the rz14g system is my latest computer system in my networked home .	software
c1295	" liminates dust and flaws automaticallyonly canon could develop its own technology , fare ( film automatic retouching and enhancement ) , to improve image quality during scanning ."	software
c1296	 it 's also nice when writing a report because i can have my source info on the left hand side and ms word open on the right .	software
c1297	" they give you an office-type suite ( with a word processor , etc ."	software
c1298	 appleworks is great in converting ms files and the presentation suite is very nice .	software
c1299	 the notebook runs ms office apps with ease and all programs start almost instantly .	software
c1300	 the system comes with ms works and a load of other useless apps like aol and compuserve .	software
c1301	" ) appleworks , a convenient suite of office-type apps ."	software
c1302	 the scroll wheel with back navigation button is nice but does n't approach the performance enhancement of the ms office keyboard .	software
c1303	" unless ibm open sources their office suite , nobody will take it seriously ."	software
c1304	" he list goes on , you maybe saying i 'm expecting too much or being picky with details ."	software
c1305	 this will be on everybody 's gift list like how it is on mines .	software
c1306	" the list goes on , do not purchase this !"	software
c1307	 nd still more apps -- too many to list here .	software
c1308	" primarily use mine for web surfing , word processing and some graphics design , and i 've been quite pleased ."	software
c1309	 i run the gs790 at 85mhz/1280 resolution and its great for seeing lots of small text or web browsing .	software
c1310	 most of the time i just bring my own portable wireless microsoft mouse to use when i can .	software
c1311	 i work in the animation biz and use unix workstations and pee cees the whole day .	software
c1312	" for what most people will be looking to use the laptop for ( email , web browsing , and word processing ) , the processor is more than adequate ."	software
c1313	" i have a desktop , a powermac , so i was not looking for a desktop replacement , just something to journal/blog in , use microsoft word , photoshop occasionally , and surfing , email and chat ."	software
c1314	 'll grant you that it was fine for web browsing and office but that was about it .	software
c1315	" first thing i did was to add another 512mb of memory , now osx is tolerable , snappy even if you stick to doing general office productivity tasks and web browsing ."	software
c1316	 the higher memory has a clear advantage when running multiple applications ( browsing + watching a movie ) .	software
c1317	" ut i can run photoshop , office , browse the web , and be burning a cd all at once ."	software
c1318	 this particular model is very powerful and will do anything you need from basic email and web surfing to video editing and photoshop .	software
c1319	" the included extra battery was a total surprise , and great considering it 's often a [ pricey ] option on most laptops ."	software
c1320	 this model may be cheap but you get what you pay for .	software
c1321	" no bundle , just the pc and tiny speakers ."	software
c1322	" sure it is a little pricey , but the speed and it 's versatility are what you pay for ."	software
c1323	 came out ( about 7-8 months now ) and can honestly say that it ( the os ) has never crashed on me .	software
c1324	" because the disks are only system restore , and not an actual copy of xp , i could n't reinstall ( which would 've solved the problem ) ."	software
c1325	 i never had a problem with windows xp and i had the system for about a week now .	software
c1326	 the xp limitation is a symptom of bad design that makes me wonder what other corners they might have cut on this product .	software
c1327	" my problem may have been the fault of the generic usb card reader drivers supplied with windows xp , or perhaps a hardware compatibility issue with my system ."	software
c1328	" my only problem has been with xp , the computer is running fine ."	software
